Ang_dev,BX,BY,BZ,ChisQ_DOF_nonlin,EW_flowangle,NS_flowangle,Proton_Np_moment,Proton_Np_nonlin,Proton_VX_moment,Proton_VX_nonlin,Proton_VY_moment,Proton_VY_nonlin,Proton_VZ_moment,Proton_VZ_nonlin,Proton_V_moment,Proton_V_nonlin,Proton_W_moment,Proton_W_nonlin,Proton_Wpar_moment,Proton_Wpar_nonlin,Proton_Wperp_moment,Proton_Wperp_nonlin,Proton_sigmaNp_nonlin,Proton_sigmaVX_nonlin,Proton_sigmaVY_nonlin,Proton_sigmaVZ_nonlin,Proton_sigmaV_nonlin,Proton_sigmaW_nonlin,Proton_sigmaWpar_nonlin,Proton_sigmaWperp_nonlin,dev,xgse,ygse,ygsm,zgse,zgsm
1.7977651357650757,4.755161762237549,-1.4803664684295654,0.3230347335338592,0.0001634100772207,5.342353820800781,-3.9688351154327393,0.3003688156604767,0.2527890801429748,-488.9250183105469,-496.4913940429688,-65.25860595703125,-46.42831039428711,-38.29256057739258,-34.59697723388672,494.74505615234375,499.8562316894531,74.82450103759766,21.51458740234375,67.04694366455078,25.41295051574707,102.4839324951172,19.271928787231445,0.0099999997764825,17.860200881958008,6.453403472900391,4.496351718902588,17.752824783325195,2.6092751026153564,1.4911974668502808,4.257318019866943,0.0189654864370822,262.4873962402344,1.6340065002441406,4.225906848907471,11.075032234191896,10.36668300628662
0.9383692741394044,4.599698066711426,-1.872028112411499,0.5896922945976257,0.109108455479145,7.068714618682861,-2.997931241989136,0.3102523386478424,0.2626236379146576,-491.361083984375,-501.7265625,-77.32774353027344,-62.21515655517578,-13.371977806091309,-26.47745704650879,497.5882873535156,506.2621154785156,78.70573425292969,24.0026912689209,30.16351890563965,23.375377655029297,177.9978485107422,24.310277938842773,0.0099999997764825,17.189132690429688,8.349508285522461,3.2790286540985107,17.066871643066406,2.512035131454468,1.5764766931533811,3.642355680465698,0.0136592118069529,262.48760986328125,1.6258219480514526,4.225810527801514,11.07544994354248,10.365887641906738
2.6262192726135254,4.332792282104492,-2.323122501373291,0.2377281039953231,0.0001638334942981,8.333455085754395,-3.7550041675567623,0.4056424498558044,0.3554627895355224,-489.1486206054688,-501.22509765625,-61.417816162109375,-73.41975402832031,-34.54533386230469,-33.24703598022461,494.1982421875,507.6636657714844,76.77526092529297,26.05066299438477,97.20545959472656,24.65308380126953,31.658571243286133,26.722057342529297,0.0099999997764825,16.010154724121094,9.31983757019043,3.840682029724121,15.86645793914795,1.8818693161010744,1.6448101997375488,2.6452174186706543,0.0208874978125095,262.48828125,1.5972867012023926,4.22860050201416,11.076892852783203,10.361888885498049
2.974271774291992,4.520040035247803,-1.9889111518859863,0.0712679699063301,0.0001663316361373,6.461430072784424,-4.533505916595459,0.3713249564170837,0.3163768053054809,-486.7078857421875,-493.3140869140625,-57.95431900024414,-55.869667053222656,-40.85772705078125,-39.36499786376953,491.84613037109375,498.0259094238281,63.79182434082031,22.48900032043457,67.78238677978516,26.307722091674805,54.207786560058594,20.312179565429688,0.0099999997764825,56.8413314819336,23.740144729614254,15.851038932800291,56.38043212890625,8.669707298278809,7.029612064361572,13.65965175628662,0.0181893464177846,262.4883728027344,1.5931899547576904,4.229392528533936,11.077098846435549,10.361160278320312
2.576786518096924,4.494258403778076,-2.091884136199951,0.2837070524692535,0.0007052127039059,7.521979808807373,-3.138268232345581,0.3498149216175079,0.3067249655723572,-487.5166320800781,-496.6854248046875,-86.83464813232422,-65.58372497558594,-29.025127410888672,-27.4686222076416,496.03948974609375,501.74908447265625,68.13654327392578,26.42857551574707,58.535152435302734,26.09871482849121,102.92758178710938,26.591970443725582,0.0099999997764825,17.248668670654297,8.767826080322266,3.444582939147949,17.114051818847656,2.3042666912078857,1.7459359169006348,3.326601266860962,0.0194086171686649,262.4884948730469,1.5890928506851196,4.230281352996826,11.07730484008789,10.360393524169922
1.6051063537597656,4.482481002807617,-2.1532859802246094,0.1924957633018493,0.0001058336711139,7.626183032989502,-3.529948234558105,0.3238147795200348,0.2511024475097656,-492.86322021484375,-497.55560302734375,-72.35381317138672,-66.61952209472656,-31.19583511352539,-30.96675682067871,499.1216430664063,502.9499816894531,60.47005462646485,21.795970916748047,86.73358917236328,21.80156517028809,53.42828369140625,21.79317283630371,0.0099999997764825,42.77497863769531,22.603525161743164,9.368833541870115,42.4259033203125,5.386012554168701,4.0250654220581055,7.825209140777588,0.0139319384470582,262.48858642578125,1.5849952697753906,4.231266021728516,11.077509880065918,10.35958766937256
1.4093104600906372,4.475114822387695,-2.16451096534729,0.2236296087503433,0.0006679880898445,7.781352043151855,-4.018655300140381,0.3283571600914001,0.2555504143238067,-489.802490234375,-501.7888488769531,-73.93433380126953,-68.57014465332031,-21.14933204650879,-35.58030319213867,495.8024291992188,507.7005615234375,73.08721160888672,22.3941707611084,71.13121032714844,23.112531661987305,91.82962036132812,22.02620506286621,0.0099999997764825,64.52525329589844,34.374122619628906,14.917277336120604,63.95122146606445,9.000202178955078,7.350216865539551,13.172966003417969,0.0134839918464422,262.4886779785156,1.580897331237793,4.232347011566162,11.077714920043944,10.358744621276855
3.321601390838623,4.441132068634033,-2.149002313613892,0.3557526767253876,0.0014871024759486,7.796173572540283,-2.8663933277130127,0.3712173700332641,0.2989232540130615,-486.1499938964844,-498.3746948242188,-62.90401458740234,-68.23493194580078,2.721004009246826,-25.186309814453125,490.2102966308594,503.6543273925781,70.83307647705078,21.651988983154297,37.368690490722656,23.525691986083984,116.10002136230467,20.651487350463867,0.0099999997764825,53.02544021606445,26.98985290527344,9.051777839660645,52.59879684448242,7.912800788879394,6.594165802001953,11.863877296447754,0.0232435222715139,262.4888916015625,1.5727005004882812,4.234793186187744,11.078125,10.35694408416748
2.458298683166504,4.783597946166992,-0.9820135831832886,0.6582611799240112,0.3225806951522827,3.996493577957153,-2.2108869552612305,0.3814701437950134,0.3355629742145538,-481.664794921875,-488.7886047363281,-33.54623031616211,-34.14936828613281,-6.372030735015869,-18.9163761138916,482.8735961914063,490.3450927734375,67.95652770996094,21.46677017211914,49.78829193115234,27.398283004760746,131.13571166992188,17.773588180541992,0.0099999997764825,16.238941192626953,5.105049133300781,2.2898471355438232,16.191537857055664,3.3909943103790283,1.3509432077407837,6.054531574249268,0.0187275689095258,262.48907470703125,1.564502239227295,4.237615585327148,11.078534126281738,10.354991912841797
1.843662142753601,4.77596378326416,-1.077185034751892,0.4993268847465515,0.0007632025517523,4.508028030395508,-3.04119610786438,0.4060749411582947,0.3394197821617126,-480.777587890625,-490.061279296875,-55.839805603027344,-38.63775253295898,-9.870643615722656,-26.11716079711914,484.110107421875,492.275390625,67.59114837646484,22.92144012451172,70.38631439208984,26.119590759277344,50.85585021972656,21.1417179107666,0.0099999997764825,16.142803192138672,5.592870712280273,3.130309820175171,16.077049255371094,3.665625810623169,1.2975103855133057,5.907174110412598,0.0173466652631759,262.4891967773437,1.5604026317596436,4.239167213439941,11.07873821258545,10.353960037231444
